year,quarter,sex,age,acf,population,hiv,n,hiv_prev,hivpop,period,acfperiod
2014,1,males,40-49,Non-ACF,21929,,1,0.22,,bACF,Non-ACF.bACF
2014,1,males,40-49,Non-ACF,21929,a) HIV-negative,6,0.22,17104.62,bACF,Non-ACF.bACF
2014,1,males,40-49,Non-ACF,21929,b) HIV-positive,16,0.22,4824.38,bACF,Non-ACF.bACF
2014,2,males,40-49,Non-ACF,22233,,1,0.22,,bACF,Non-ACF.bACF
2014,2,males,40-49,Non-ACF,22233,a) HIV-negative,3,0.22,17341.74,bACF,Non-ACF.bACF
2014,2,males,40-49,Non-ACF,22233,b) HIV-positive,12,0.22,4891.26,bACF,Non-ACF.bACF
2014,3,males,40-49,Non-ACF,22540,,1,0.22,,bACF,Non-ACF.bACF
2014,3,males,40-49,Non-ACF,22540,a) HIV-negative,4,0.22,17581.2,bACF,Non-ACF.bACF
2014,3,males,40-49,Non-ACF,22540,b) HIV-positive,13,0.22,4958.8,bACF,Non-ACF.bACF
2014,4,males,40-49,Non-ACF,22844,,3,0.22,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,40-49,Non-ACF,22844,a) HIV-negative,2,0.22,17818.32,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,40-49,Non-ACF,22844,b) HIV-positive,23,0.22,5025.68,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,40-49,Non-ACF,23150,a) HIV-negative,5,0.22,18057,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,40-49,Non-ACF,23150,b) HIV-positive,14,0.22,5093,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,40-49,Non-ACF,23455,,1,0.22,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,40-49,Non-ACF,23455,a) HIV-negative,3,0.22,18294.9,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,40-49,Non-ACF,23455,b) HIV-positive,9,0.22,5160.1,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,40-49,Non-ACF,23761,a) HIV-negative,4,0.22,18533.58,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,40-49,Non-ACF,23761,b) HIV-positive,14,0.22,5227.42,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,40-49,Non-ACF,24065,a) HIV-negative,3,0.22,18770.7,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,40-49,Non-ACF,24065,b) HIV-positive,16,0.22,5294.3,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,40-49,Non-ACF,24371,a) HIV-negative,2,0.22,19009.38,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,40-49,Non-ACF,24371,b) HIV-positive,6,0.22,5361.62,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,40-49,Non-ACF,24677,a) HIV-negative,4,0.22,19248.06,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,40-49,Non-ACF,24677,b) HIV-positive,17,0.22,5428.94,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,40-49,Non-ACF,24982,a) HIV-negative,9,0.22,19485.96,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,40-49,Non-ACF,24982,b) HIV-positive,20,0.22,5496.04,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,40-49,Non-ACF,25287,,1,0.22,,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,40-49,Non-ACF,25287,a) HIV-negative,3,0.22,19723.86,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,40-49,Non-ACF,25287,b) HIV-positive,7,0.22,5563.14,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,40-49,Non-ACF,25593,a) HIV-negative,4,0.22,19962.54,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,40-49,Non-ACF,25593,b) HIV-positive,16,0.22,5630.46,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,40-49,Non-ACF,25898,a) HIV-negative,3,0.22,20200.44,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,40-49,Non-ACF,25898,b) HIV-positive,15,0.22,5697.56,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,40-49,Non-ACF,26203,a) HIV-negative,3,0.22,20438.34,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,40-49,Non-ACF,26203,b) HIV-positive,14,0.22,5764.66,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,40-49,Non-ACF,26509,a) HIV-negative,1,0.22,20677.02,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,40-49,Non-ACF,26509,b) HIV-positive,10,0.22,5831.98,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,40-49,Non-ACF,26814,a) HIV-negative,5,0.22,20914.92,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,40-49,Non-ACF,26814,b) HIV-positive,8,0.22,5899.08,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,40-49,Non-ACF,27119,a) HIV-negative,4,0.22,21152.82,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,40-49,Non-ACF,27119,b) HIV-positive,10,0.22,5966.18,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,40-49,Non-ACF,27417,a) HIV-negative,5,0.22,21385.26,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,40-49,Non-ACF,27417,b) HIV-positive,8,0.22,6031.74,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,40-49,Non-ACF,27718,a) HIV-negative,3,0.22,21620.04,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,40-49,Non-ACF,27718,b) HIV-positive,9,0.22,6097.96,cpost-ACF,Non-ACF.cpost-ACF
2009,1,females,50+,Non-ACF,9845,,1,0.162,,apre-ACF,Non-ACF.apre-ACF
2009,1,females,50+,Non-ACF,9845,b) HIV-positive,2,0.162,1594.89,apre-ACF,Non-ACF.apre-ACF
2009,2,females,50+,Non-ACF,9977,a) HIV-negative,1,0.162,8360.726,apre-ACF,Non-ACF.apre-ACF
2009,2,females,50+,Non-ACF,9977,b) HIV-positive,1,0.162,1616.274,apre-ACF,Non-ACF.apre-ACF
2009,3,females,50+,Non-ACF,10107,,1,0.162,,apre-ACF,Non-ACF.apre-ACF
2009,3,females,50+,Non-ACF,10107,a) HIV-negative,3,0.162,8469.666,apre-ACF,Non-ACF.apre-ACF
2009,3,females,50+,Non-ACF,10107,b) HIV-positive,7,0.162,1637.334,apre-ACF,Non-ACF.apre-ACF
2009,4,females,50+,Non-ACF,10238,a) HIV-negative,1,0.162,8579.444,apre-ACF,Non-ACF.apre-ACF
2009,4,females,50+,Non-ACF,10238,b) HIV-positive,1,0.162,1658.556,apre-ACF,Non-ACF.apre-ACF
2010,1,females,50+,Non-ACF,10371,,2,0.162,,apre-ACF,Non-ACF.apre-ACF
2010,1,females,50+,Non-ACF,10371,a) HIV-negative,1,0.162,8690.898,apre-ACF,Non-ACF.apre-ACF
2010,1,females,50+,Non-ACF,10371,b) HIV-positive,4,0.162,1680.102,apre-ACF,Non-ACF.apre-ACF
2010,2,females,50+,Non-ACF,10502,b) HIV-positive,4,0.162,1701.324,apre-ACF,Non-ACF.apre-ACF
2010,3,females,50+,Non-ACF,10634,a) HIV-negative,1,0.162,8911.292,apre-ACF,Non-ACF.apre-ACF
2010,3,females,50+,Non-ACF,10634,b) HIV-positive,1,0.162,1722.708,apre-ACF,Non-ACF.apre-ACF
2010,4,females,50+,Non-ACF,10765,b) HIV-positive,1,0.162,1743.93,apre-ACF,Non-ACF.apre-ACF
2011,1,females,50+,Non-ACF,10897,,2,0.162,,apre-ACF,Non-ACF.apre-ACF
2011,2,females,50+,Non-ACF,11029,a) HIV-negative,1,0.162,9242.302,bACF,Non-ACF.bACF
2011,2,females,50+,Non-ACF,11029,b) HIV-positive,1,0.162,1786.698,bACF,Non-ACF.bACF
2011,3,females,50+,Non-ACF,11160,,2,0.162,,bACF,Non-ACF.bACF
2011,3,females,50+,Non-ACF,11160,a) HIV-negative,1,0.162,9352.08,bACF,Non-ACF.bACF
2011,3,females,50+,Non-ACF,11160,b) HIV-positive,4,0.162,1807.92,bACF,Non-ACF.bACF
2011,4,females,50+,Non-ACF,11292,b) HIV-positive,1,0.162,1829.304,bACF,Non-ACF.bACF
2012,1,females,50+,Non-ACF,11423,,1,0.162,,bACF,Non-ACF.bACF
2012,1,females,50+,Non-ACF,11423,b) HIV-positive,1,0.162,1850.526,bACF,Non-ACF.bACF
2012,2,females,50+,Non-ACF,11555,,1,0.162,,bACF,Non-ACF.bACF
2012,2,females,50+,Non-ACF,11555,a) HIV-negative,2,0.162,9683.09,bACF,Non-ACF.bACF
2012,2,females,50+,Non-ACF,11555,b) HIV-positive,7,0.162,1871.91,bACF,Non-ACF.bACF
2012,3,females,50+,Non-ACF,11686,,1,0.162,,bACF,Non-ACF.bACF
2012,3,females,50+,Non-ACF,11686,a) HIV-negative,3,0.162,9792.868,bACF,Non-ACF.bACF
2012,3,females,50+,Non-ACF,11686,b) HIV-positive,3,0.162,1893.132,bACF,Non-ACF.bACF
2012,4,females,50+,Non-ACF,11818,,1,0.162,,bACF,Non-ACF.bACF
2012,4,females,50+,Non-ACF,11818,b) HIV-positive,2,0.162,1914.516,bACF,Non-ACF.bACF
2013,1,females,50+,Non-ACF,11950,,1,0.162,,bACF,Non-ACF.bACF
2013,1,females,50+,Non-ACF,11950,a) HIV-negative,1,0.162,10014.1,bACF,Non-ACF.bACF
2013,1,females,50+,Non-ACF,11950,b) HIV-positive,4,0.162,1935.9,bACF,Non-ACF.bACF
2013,2,females,50+,Non-ACF,12081,a) HIV-negative,3,0.162,10123.878,bACF,Non-ACF.bACF
2013,2,females,50+,Non-ACF,12081,b) HIV-positive,6,0.162,1957.122,bACF,Non-ACF.bACF
2013,3,females,50+,Non-ACF,12212,,2,0.162,,bACF,Non-ACF.bACF
2013,3,females,50+,Non-ACF,12212,a) HIV-negative,4,0.162,10233.656,bACF,Non-ACF.bACF
2013,3,females,50+,Non-ACF,12212,b) HIV-positive,3,0.162,1978.344,bACF,Non-ACF.bACF
2013,4,females,50+,Non-ACF,12344,,1,0.162,,bACF,Non-ACF.bACF
2013,4,females,50+,Non-ACF,12344,a) HIV-negative,1,0.162,10344.272,bACF,Non-ACF.bACF
2013,4,females,50+,Non-ACF,12344,b) HIV-positive,3,0.162,1999.728,bACF,Non-ACF.bACF
2014,1,females,50+,Non-ACF,12475,,1,0.162,,bACF,Non-ACF.bACF
2014,1,females,50+,Non-ACF,12475,a) HIV-negative,1,0.162,10454.05,bACF,Non-ACF.bACF
2014,1,females,50+,Non-ACF,12475,b) HIV-positive,6,0.162,2020.95,bACF,Non-ACF.bACF
2014,2,females,50+,Non-ACF,12607,,1,0.162,,bACF,Non-ACF.bACF
2014,2,females,50+,Non-ACF,12607,a) HIV-negative,3,0.162,10564.666,bACF,Non-ACF.bACF
2014,2,females,50+,Non-ACF,12607,b) HIV-positive,4,0.162,2042.334,bACF,Non-ACF.bACF
2014,3,females,50+,Non-ACF,12738,a) HIV-negative,1,0.162,10674.444,bACF,Non-ACF.bACF
2014,3,females,50+,Non-ACF,12738,b) HIV-positive,6,0.162,2063.556,bACF,Non-ACF.bACF
2014,4,females,50+,Non-ACF,12870,a) HIV-negative,5,0.162,10785.06,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,50+,Non-ACF,12870,b) HIV-positive,4,0.162,2084.94,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,50+,Non-ACF,13002,a) HIV-negative,2,0.162,10895.676,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,50+,Non-ACF,13002,b) HIV-positive,2,0.162,2106.324,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,50+,Non-ACF,13133,,1,0.162,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,50+,Non-ACF,13133,b) HIV-positive,1,0.162,2127.546,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,50+,Non-ACF,13265,,1,0.162,,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,50+,Non-ACF,13265,a) HIV-negative,1,0.162,11116.07,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,50+,Non-ACF,13265,b) HIV-positive,4,0.162,2148.93,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,50+,Non-ACF,13396,a) HIV-negative,1,0.162,11225.848,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,50+,Non-ACF,13396,b) HIV-positive,5,0.162,2170.152,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,50+,Non-ACF,13528,,1,0.162,,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,50+,Non-ACF,13528,b) HIV-positive,3,0.162,2191.536,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,50+,Non-ACF,13660,b) HIV-positive,3,0.162,2212.92,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,50+,Non-ACF,13791,a) HIV-negative,2,0.162,11556.858,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,50+,Non-ACF,13791,b) HIV-positive,5,0.162,2234.142,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,50+,Non-ACF,13923,a) HIV-negative,3,0.162,11667.474,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,50+,Non-ACF,13923,b) HIV-positive,3,0.162,2255.526,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,50+,Non-ACF,14055,a) HIV-negative,2,0.162,11778.09,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,50+,Non-ACF,14055,b) HIV-positive,2,0.162,2276.91,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,50+,Non-ACF,14186,a) HIV-negative,5,0.162,11887.868,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,50+,Non-ACF,14186,b) HIV-positive,3,0.162,2298.132,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,50+,Non-ACF,14317,a) HIV-negative,1,0.162,11997.646,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,50+,Non-ACF,14317,b) HIV-positive,7,0.162,2319.354,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,50+,Non-ACF,14449,,1,0.162,,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,50+,Non-ACF,14449,a) HIV-negative,2,0.162,12108.262,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,50+,Non-ACF,14449,b) HIV-positive,1,0.162,2340.738,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,50+,Non-ACF,14581,a) HIV-negative,2,0.162,12218.878,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,50+,Non-ACF,14581,b) HIV-positive,5,0.162,2362.122,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,50+,Non-ACF,14712,a) HIV-negative,4,0.162,12328.656,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,50+,Non-ACF,14712,b) HIV-positive,1,0.162,2383.344,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,50+,Non-ACF,14840,a) HIV-negative,1,0.162,12435.92,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,50+,Non-ACF,14840,b) HIV-positive,1,0.162,2404.08,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,50+,Non-ACF,14970,,,0.162,,cpost-ACF,Non-ACF.cpost-ACF
2009,1,males,50+,Non-ACF,14904,,5,0.174,,apre-ACF,Non-ACF.apre-ACF
2009,1,males,50+,Non-ACF,14904,a) HIV-negative,1,0.174,12310.704,apre-ACF,Non-ACF.apre-ACF
2009,1,males,50+,Non-ACF,14904,b) HIV-positive,3,0.174,2593.296,apre-ACF,Non-ACF.apre-ACF
2009,2,males,50+,Non-ACF,15035,,3,0.174,,apre-ACF,Non-ACF.apre-ACF
2009,2,males,50+,Non-ACF,15035,a) HIV-negative,2,0.174,12418.91,apre-ACF,Non-ACF.apre-ACF
2009,2,males,50+,Non-ACF,15035,b) HIV-positive,3,0.174,2616.09,apre-ACF,Non-ACF.apre-ACF
2009,3,males,50+,Non-ACF,15164,,3,0.174,,apre-ACF,Non-ACF.apre-ACF
2009,3,males,50+,Non-ACF,15164,a) HIV-negative,1,0.174,12525.464,apre-ACF,Non-ACF.apre-ACF
2009,3,males,50+,Non-ACF,15164,b) HIV-positive,5,0.174,2638.536,apre-ACF,Non-ACF.apre-ACF
2009,4,males,50+,Non-ACF,15294,a) HIV-negative,6,0.174,12632.844,apre-ACF,Non-ACF.apre-ACF
2009,4,males,50+,Non-ACF,15294,b) HIV-positive,6,0.174,2661.156,apre-ACF,Non-ACF.apre-ACF
2010,1,males,50+,Non-ACF,15424,,3,0.174,,apre-ACF,Non-ACF.apre-ACF
2010,1,males,50+,Non-ACF,15424,a) HIV-negative,1,0.174,12740.224,apre-ACF,Non-ACF.apre-ACF
2010,1,males,50+,Non-ACF,15424,b) HIV-positive,5,0.174,2683.776,apre-ACF,Non-ACF.apre-ACF
2010,2,males,50+,Non-ACF,15555,,2,0.174,,apre-ACF,Non-ACF.apre-ACF
2010,2,males,50+,Non-ACF,15555,a) HIV-negative,3,0.174,12848.43,apre-ACF,Non-ACF.apre-ACF
2010,2,males,50+,Non-ACF,15555,b) HIV-positive,2,0.174,2706.57,apre-ACF,Non-ACF.apre-ACF
2010,3,males,50+,Non-ACF,15685,,2,0.174,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,50+,Non-ACF,15685,a) HIV-negative,2,0.174,12955.81,apre-ACF,Non-ACF.apre-ACF
2010,3,males,50+,Non-ACF,15685,b) HIV-positive,5,0.174,2729.19,apre-ACF,Non-ACF.apre-ACF
2010,4,males,50+,Non-ACF,15815,,2,0.174,,apre-ACF,Non-ACF.apre-ACF
2010,4,males,50+,Non-ACF,15815,a) HIV-negative,1,0.174,13063.19,apre-ACF,Non-ACF.apre-ACF
2010,4,males,50+,Non-ACF,15815,b) HIV-positive,3,0.174,2751.81,apre-ACF,Non-ACF.apre-ACF
2011,1,males,50+,Non-ACF,15945,,1,0.174,,apre-ACF,Non-ACF.apre-ACF
2011,1,males,50+,Non-ACF,15945,b) HIV-positive,1,0.174,2774.43,apre-ACF,Non-ACF.apre-ACF
2011,2,males,50+,Non-ACF,16074,a) HIV-negative,2,0.174,13277.124,bACF,Non-ACF.bACF
2011,2,males,50+,Non-ACF,16074,b) HIV-positive,6,0.174,2796.876,bACF,Non-ACF.bACF
2011,3,males,50+,Non-ACF,16205,a) HIV-negative,4,0.174,13385.33,bACF,Non-ACF.bACF
2011,3,males,50+,Non-ACF,16205,b) HIV-positive,3,0.174,2819.67,bACF,Non-ACF.bACF
2011,4,males,50+,Non-ACF,16335,,1,0.174,,bACF,Non-ACF.bACF
2011,4,males,50+,Non-ACF,16335,a) HIV-negative,2,0.174,13492.71,bACF,Non-ACF.bACF
2011,4,males,50+,Non-ACF,16335,b) HIV-positive,7,0.174,2842.29,bACF,Non-ACF.bACF
2012,1,males,50+,Non-ACF,16466,,1,0.174,,bACF,Non-ACF.bACF
2012,1,males,50+,Non-ACF,16466,a) HIV-negative,2,0.174,13600.916,bACF,Non-ACF.bACF
2012,1,males,50+,Non-ACF,16466,b) HIV-positive,7,0.174,2865.084,bACF,Non-ACF.bACF
2012,2,males,50+,Non-ACF,16595,,1,0.174,,bACF,Non-ACF.bACF
2012,2,males,50+,Non-ACF,16595,a) HIV-negative,3,0.174,13707.47,bACF,Non-ACF.bACF
2012,2,males,50+,Non-ACF,16595,b) HIV-positive,5,0.174,2887.53,bACF,Non-ACF.bACF
2012,3,males,50+,Non-ACF,16725,,2,0.174,,bACF,Non-ACF.bACF
2012,3,males,50+,Non-ACF,16725,b) HIV-positive,6,0.174,2910.15,bACF,Non-ACF.bACF
2012,4,males,50+,Non-ACF,16855,,1,0.174,,bACF,Non-ACF.bACF
2012,4,males,50+,Non-ACF,16855,b) HIV-positive,3,0.174,2932.77,bACF,Non-ACF.bACF
2013,1,males,50+,Non-ACF,16986,a) HIV-negative,1,0.174,14030.436,bACF,Non-ACF.bACF
2013,1,males,50+,Non-ACF,16986,b) HIV-positive,5,0.174,2955.564,bACF,Non-ACF.bACF
2013,2,males,50+,Non-ACF,17116,,2,0.174,,bACF,Non-ACF.bACF
2013,2,males,50+,Non-ACF,17116,a) HIV-negative,6,0.174,14137.816,bACF,Non-ACF.bACF
2013,2,males,50+,Non-ACF,17116,b) HIV-positive,9,0.174,2978.184,bACF,Non-ACF.bACF
2013,3,males,50+,Non-ACF,17246,,2,0.174,,bACF,Non-ACF.bACF
2013,3,males,50+,Non-ACF,17246,a) HIV-negative,2,0.174,14245.196,bACF,Non-ACF.bACF
2013,3,males,50+,Non-ACF,17246,b) HIV-positive,7,0.174,3000.804,bACF,Non-ACF.bACF
2013,4,males,50+,Non-ACF,17376,,1,0.174,,bACF,Non-ACF.bACF
2013,4,males,50+,Non-ACF,17376,a) HIV-negative,2,0.174,14352.576,bACF,Non-ACF.bACF
2013,4,males,50+,Non-ACF,17376,b) HIV-positive,5,0.174,3023.424,bACF,Non-ACF.bACF
2014,1,males,50+,Non-ACF,17506,,1,0.174,,bACF,Non-ACF.bACF
2014,1,males,50+,Non-ACF,17506,a) HIV-negative,6,0.174,14459.956,bACF,Non-ACF.bACF
2014,1,males,50+,Non-ACF,17506,b) HIV-positive,3,0.174,3046.044,bACF,Non-ACF.bACF
2014,2,males,50+,Non-ACF,17636,,2,0.174,,bACF,Non-ACF.bACF
2014,2,males,50+,Non-ACF,17636,a) HIV-negative,4,0.174,14567.336,bACF,Non-ACF.bACF
2014,2,males,50+,Non-ACF,17636,b) HIV-positive,7,0.174,3068.664,bACF,Non-ACF.bACF
2014,3,males,50+,Non-ACF,17766,,1,0.174,,bACF,Non-ACF.bACF
2014,3,males,50+,Non-ACF,17766,a) HIV-negative,3,0.174,14674.716,bACF,Non-ACF.bACF
2014,3,males,50+,Non-ACF,17766,b) HIV-positive,8,0.174,3091.284,bACF,Non-ACF.bACF
2014,4,males,50+,Non-ACF,17897,,1,0.174,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,50+,Non-ACF,17897,a) HIV-negative,6,0.174,14782.922,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,50+,Non-ACF,17897,b) HIV-positive,14,0.174,3114.078,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,50+,Non-ACF,18026,a) HIV-negative,7,0.174,14889.476,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,50+,Non-ACF,18026,b) HIV-positive,7,0.174,3136.524,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,50+,Non-ACF,18156,,2,0.174,,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,50+,Non-ACF,18156,a) HIV-negative,2,0.174,14996.856,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,50+,Non-ACF,18156,b) HIV-positive,6,0.174,3159.144,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,50+,Non-ACF,18287,,1,0.174,,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,50+,Non-ACF,18287,a) HIV-negative,4,0.174,15105.062,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,50+,Non-ACF,18287,b) HIV-positive,5,0.174,3181.938,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,50+,Non-ACF,18417,b) HIV-positive,4,0.174,3204.558,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,50+,Non-ACF,18547,,1,0.174,,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,50+,Non-ACF,18547,a) HIV-negative,3,0.174,15319.822,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,50+,Non-ACF,18547,b) HIV-positive,4,0.174,3227.178,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,50+,Non-ACF,18677,a) HIV-negative,3,0.174,15427.202,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,50+,Non-ACF,18677,b) HIV-positive,5,0.174,3249.798,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,50+,Non-ACF,18807,a) HIV-negative,1,0.174,15534.582,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,50+,Non-ACF,18807,b) HIV-positive,5,0.174,3272.418,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,50+,Non-ACF,18937,a) HIV-negative,1,0.174,15641.962,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,50+,Non-ACF,18937,b) HIV-positive,5,0.174,3295.038,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,50+,Non-ACF,19068,a) HIV-negative,2,0.174,15750.168,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,50+,Non-ACF,19068,b) HIV-positive,1,0.174,3317.832,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,50+,Non-ACF,19198,a) HIV-negative,5,0.174,15857.548,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,50+,Non-ACF,19198,b) HIV-positive,5,0.174,3340.452,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,50+,Non-ACF,19328,a) HIV-negative,6,0.174,15964.928,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,50+,Non-ACF,19328,b) HIV-positive,4,0.174,3363.072,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,50+,Non-ACF,19457,a) HIV-negative,1,0.174,16071.482,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,50+,Non-ACF,19457,b) HIV-positive,2,0.174,3385.518,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,50+,Non-ACF,19588,a) HIV-negative,2,0.174,16179.688,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,50+,Non-ACF,19588,b) HIV-positive,3,0.174,3408.312,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,50+,Non-ACF,19718,a) HIV-negative,5,0.174,16287.068,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,50+,Non-ACF,19718,b) HIV-positive,4,0.174,3430.932,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,50+,Non-ACF,19846,a) HIV-negative,2,0.174,16392.796,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,50+,Non-ACF,19846,b) HIV-positive,2,0.174,3453.204,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,50+,Non-ACF,19974,a) HIV-negative,1,0.174,16498.524,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,50+,Non-ACF,19974,b) HIV-positive,6,0.174,3475.476,cpost-ACF,Non-ACF.cpost-ACF
